BARCODE,IMEI1,IMEI2,SIM_NO,DELIVERY_DATE
WPXP2208SLF522002995,353612752508775,353612752508783,8801844369881,05/07/2022 19:07:42
WPXP2208SLF522002996,353612752508791,353612752508809,8801844369875,05/07/2022 19:07:42
WPXP2208SLF522002998,353612752508833,353612752508841,8801844369866,05/07/2022 19:07:42
WPXP2208SLF522002999,353612752508858,353612752508866,8801844369864,05/07/2022 19:07:42
WPXP2208SLF522003000,353612752508874,353612752508882,8801844369865,05/07/2022 19:07:42
WPXP2208SLF522001589,353612752480652,353612752480660,8801844370216,05/07/2022 19:07:42
WPXP2208SLF522001590,353612752480678,353612752480686,8801844368322,05/07/2022 19:07:42
WPXP2208SLF522001601,353612752480892,353612752480900,8801844370230,05/07/2022 19:07:42
WPXP2208SLF522001605,353612752480975,353612752480983,8801844369550,05/07/2022 19:07:42
WPXP2208SLF522001608,353612752481031,353612752481049,8801844369521,05/07/2022 19:07:42
WPXP2208SLF522001610,353612752481072,353612752481080,8801844369548,05/07/2022 19:07:42
WPXP2208SLF522001611,353612752481098,353612752481106,8801844369526,05/07/2022 19:07:42
WPXP2208SLF522001612,353612752481114,353612752481122,8801844369535,05/07/2022 19:07:42
WPXP2208SLF522002889,353612752506654,353612752506662,8801844369400,05/07/2022 19:07:42
WPXP2208SLF522002893,353612752506738,353612752506746,8801844369635,05/07/2022 19:07:42
WPXP2208SLF522002896,353612752506795,353612752506803,8801844369717,05/07/2022 19:07:42
WPXP2208SLF522002900,353612752506878,353612752506886,8801844369395,05/07/2022 19:07:42
WPXP2208SLF522002902,353612752506910,353612752506928,8801844369394,05/07/2022 19:07:42
WPXP2208SLF522002904,353612752506951,353612752506969,8801844369418,05/07/2022 19:07:42
WPXP2208SLF522002907,353612752507017,353612752507025,8801844369649,05/07/2022 19:07:42
WPXP2208SLF522002909,353612752507058,353612752507066,8801844368772,05/07/2022 19:07:42
WPXP2208SLF522002924,353612752507355,353612752507363,8801844369383,05/07/2022 19:07:42
WPXP2208SLF522002926,353612752507397,353612752507405,8801844369363,05/07/2022 19:07:42
WPXP2208SLF522002927,353612752507413,353612752507421,8801844369390,05/07/2022 19:07:42
WPXP2208SLF522002928,353612752507439,353612752507447,8801844369911,05/07/2022 19:07:42
WPXP2208SLF522002929,353612752507454,353612752507462,8801844369902,05/07/2022 19:07:42
WPXP2208SLF522002932,353612752507512,353612752507520,8801844369907,05/07/2022 19:07:42
WPXP2208SLF522002939,353612752507652,353612752507660,8801844369904,05/07/2022 19:07:42
WPXP2208SLF522002940,353612752507678,353612752507686,8801844369364,05/07/2022 19:07:42
WPXP2208SLF522002947,353612752507819,353612752507827,8801844369909,05/07/2022 19:07:42
WPXP2208SLF522002948,353612752507835,353612752507843,8801844369384,05/07/2022 19:07:42
WPXP2208SLF522002949,353612752507850,353612752507868,8801844369376,05/07/2022 19:07:42
WPXP2208SLF522002950,353612752507876,353612752507884,8801844369888,05/07/2022 19:07:42
WPXP2208SLF522001954,353612752487954,353612752487962,8801844370107,05/07/2022 19:07:42
WPXP2208SLF522001955,353612752487970,353612752487988,8801844370112,05/07/2022 19:07:42
WPXP2208SLF522001961,353612752488093,353612752488101,8801844370104,05/07/2022 19:07:42
WPXP2208SLF522001962,353612752488119,353612752488127,8801844370108,05/07/2022 19:07:42
WPXP2208SLF522001963,353612752488135,353612752488143,8801844370098,05/07/2022 19:07:42
WPXP2208SLF522001964,353612752488150,353612752488168,8801844370103,05/07/2022 19:07:42
WPXP2208SLF522001966,353612752488192,353612752488200,8801844370102,05/07/2022 19:07:42
WPXP2208SLF522001705,353612752482971,353612752482989,8801844370033,05/07/2022 19:07:42
WPXP2208SLF522001710,353612752483078,353612752483086,8801844370037,05/07/2022 19:07:42
WPXP2208SLF522001711,353612752483094,353612752483102,8801844369772,05/07/2022 19:07:42
WPXP2208SLF522001713,353612752483136,353612752483144,8801844370017,05/07/2022 19:07:42
WPXP2208SLF522001714,353612752483151,353612752483169,8801844369796,05/07/2022 19:07:42
WPXP2208SLF522001716,353612752483193,353612752483201,8801844369792,05/07/2022 19:07:42
WPXP2208SLF522001717,353612752483219,353612752483227,8801844369779,05/07/2022 19:07:42
WPXP2208SLF522001722,353612752483318,353612752483326,8801844370035,05/07/2022 19:07:42
WPXP2208SLF522001726,353612752483391,353612752483409,8801844370059,05/07/2022 19:07:42
WPXP2208SLF522001728,353612752483433,353612752483441,8801844370020,05/07/2022 19:07:42
WPXP2208SLF522001735,353612752483573,353612752483581,8801844369765,05/07/2022 19:07:42
WPXP2208SLF522001736,353612752483599,353612752483607,8801844369766,05/07/2022 19:07:42
WPXP2208SLF522001737,353612752483615,353612752483623,8801844369776,05/07/2022 19:07:42
WPXP2208SLF522001746,353612752483797,353612752483805,8801844369794,05/07/2022 19:07:42
WPXP2208SLF522001748,353612752483839,353612752483847,8801844369558,05/07/2022 19:07:42
WPXP2208SLF522001760,353612752484076,353612752484084,8801844370018,05/07/2022 19:07:42
WPXP2208SLF522001762,353612752484118,353612752484126,8801844369800,05/07/2022 19:07:42
WPXP2208SLF522001764,353612752484159,353612752484167,8801844370266,05/07/2022 19:07:42
WPXP2208SLF522001765,353612752484175,353612752484183,8801844369517,05/07/2022 19:07:42
WPXP2208SLF522001767,353612752484217,353612752484225,8801844370046,05/07/2022 19:07:42
WPXP2208SLF522001774,353612752484357,353612752484365,8801844369799,05/07/2022 19:07:42
WPXP2208SLF522001783,353612752484530,353612752484548,8801844369784,05/07/2022 19:07:42
WPXP2208SLF522001784,353612752484555,353612752484563,8801844369576,05/07/2022 19:07:42
WPXP2208SLF522001785,353612752484571,353612752484589,8801844369574,05/07/2022 19:07:42
WPXP2208SLF522001790,353612752484670,353612752484688,8801844369788,05/07/2022 19:07:42
WPXP2208SLF522001792,353612752484712,353612752484720,8801844369581,05/07/2022 19:07:42
WPXP2208SLF522001795,353612752484779,353612752484787,8801844369577,05/07/2022 19:07:42
WPXP2208SLF522001798,353612752484837,353612752484845,8801844369798,05/07/2022 19:07:42
WPXP2208SLF522001801,353612752484894,353612752484902,8801844369781,05/07/2022 19:07:42
WPXP2208SLF522001804,353612752484951,353612752484969,8801844369787,05/07/2022 19:07:42
WPXP2208SLF522001805,353612752484977,353612752484985,8801844369575,05/07/2022 19:07:42
WPXP2208SLF522001811,353612752485099,353612752485107,8801844369571,05/07/2022 19:07:42
WPXP2208SLF522001616,353612752481197,353612752481205,8801844369552,05/07/2022 19:07:42
WPXP2208SLF522001619,353612752481254,353612752481262,8801844369527,05/07/2022 19:07:42
WPXP2208SLF522001620,353612752481270,353612752481288,8801844369534,05/07/2022 19:07:42
WPXP2208SLF522001623,353612752481338,353612752481346,8801844370050,05/07/2022 19:07:42
WPXP2208SLF522001633,353612752481536,353612752481544,8801844370030,05/07/2022 19:07:42
WPXP2208SLF522001636,353612752481593,353612752481601,8801844370044,05/07/2022 19:07:42
WPXP2208SLF522001637,353612752481619,353612752481627,8801844370049,05/07/2022 19:07:42
WPXP2208SLF522001638,353612752481635,353612752481643,8801844369549,05/07/2022 19:07:42
WPXP2208SLF522001639,353612752481650,353612752481668,8801844369533,05/07/2022 19:07:42
WPXP2208SLF522001640,353612752481676,353612752481684,8801844370054,05/07/2022 19:07:42
WPXP2208SLF522001643,353612752481734,353612752481742,8801844369543,05/07/2022 19:07:42
WPXP2208SLF522001645,353612752481775,353612752481783,8801844369544,05/07/2022 19:07:42
WPXP2208SLF522001648,353612752481833,353612752481841,8801844369523,05/07/2022 19:07:42
WPXP2208SLF522001649,353612752481858,353612752481866,8801844369541,05/07/2022 19:07:42
WPXP2208SLF522001651,353612752481890,353612752481908,8801844370043,05/07/2022 19:07:42
WPXP2208SLF522001653,353612752481932,353612752481940,8801844369522,05/07/2022 19:07:42
WPXP2208SLF522001656,353612752481999,353612752482005,8801844370061,05/07/2022 19:07:42
WPXP2208SLF522001659,353612752482054,353612752482062,8801844370053,05/07/2022 19:07:42
WPXP2208SLF522001660,353612752482070,353612752482088,8801844369516,05/07/2022 19:07:42
WPXP2208SLF522001661,353612752482096,353612752482104,8801844370062,05/07/2022 19:07:42
WPXP2208SLF522001664,353612752482153,353612752482161,8801844370056,05/07/2022 19:07:42
WPXP2208SLF522001665,353612752482179,353612752482187,8801844370064,05/07/2022 19:07:42
WPXP2208SLF522001666,353612752482195,353612752482203,8801844370016,05/07/2022 19:07:42
WPXP2208SLF522001668,353612752482237,353612752482245,8801844370027,05/07/2022 19:07:42
WPXP2208SLF522001673,353612752482336,353612752482344,8801844369810,05/07/2022 19:07:42
WPXP2208SLF522000533,353612752459532,353612752459540,8801847712453,05/07/2022 19:07:42
WPXP2208SLF522000534,353612752459557,353612752459565,8801847711915,05/07/2022 19:07:42
WPXP2208SLF522000556,353612752459995,353612752460001,8801847712220,05/07/2022 19:07:42
WPXP2208SLF522000567,353612752460217,353612752460225,8801847711943,05/07/2022 19:07:42
WPXP2208SLF522000570,353612752460274,353612752460282,8801847712209,05/07/2022 19:07:42
WPXP2208SLF522000575,353612752460373,353612752460381,8801847712236,05/07/2022 19:07:42
WPXP2208SLF522000581,353612752460498,353612752460506,8801847712241,05/07/2022 19:07:42
WPXP2208SLF522001967,353612752488218,353612752488226,8801844370110,05/07/2022 19:07:42
WPXP2208SLF522001970,353612752488275,353612752488283,8801844370095,05/07/2022 19:07:42
WPXP2208SLF522001971,353612752488291,353612752488309,8801844370087,05/07/2022 19:07:42
WPXP2208SLF522001976,353612752488390,353612752488408,8801844370101,05/07/2022 19:07:42
WPXP2208SLF522001978,353612752488432,353612752488440,8801844370084,05/07/2022 19:07:42
WPXP2208SLF522001981,353612752488499,353612752488507,8801844370093,05/07/2022 19:07:42
WPXP2208SLF522001984,353612752488556,353612752488564,8801844370096,05/07/2022 19:07:42
WPXP2208SLF522001985,353612752488572,353612752488580,8801844370088,05/07/2022 19:07:42
WPXP2208SLF522001987,353612752488614,353612752488622,8801844370083,05/07/2022 19:07:42
WPXP2208SLF522002491,353612752498696,353612752498704,8801844369310,05/07/2022 19:07:42
WPXP2208SLF522002492,353612752498712,353612752498720,8801844368515,05/07/2022 19:07:42
WPXP2208SLF522002493,353612752498738,353612752498746,8801844368516,05/07/2022 19:07:42
WPXP2208SLF522002500,353612752498878,353612752498886,8801844368746,05/07/2022 19:07:42
WPXP2208SLF522002504,353612752498951,353612752498969,8801844369283,05/07/2022 19:07:42
WPXP2208SLF522002507,353612752499017,353612752499025,8801844369306,05/07/2022 19:07:42
WPXP2208SLF522002512,353612752499116,353612752499124,8801844369279,05/07/2022 19:07:42
WPXP2208SLF522002513,353612752499132,353612752499140,8801844369274,05/07/2022 19:07:42
WPXP2208SLF522002520,353612752499272,353612752499280,8801844369286,05/07/2022 19:07:42
WPXP2208SLF522002526,353612752499397,353612752499405,8801844369265,05/07/2022 19:07:42
WPXP2208SLF522002528,353612752499439,353612752499447,8801844369273,05/07/2022 19:07:42
WPXP2208SLF522002529,353612752499454,353612752499462,8801844369280,05/07/2022 19:07:42
WPXP2208SLF522002530,353612752499470,353612752499488,8801844369275,05/07/2022 19:07:42
WPXP2208SLF522002533,353612752499538,353612752499546,8801844369059,05/07/2022 19:07:42
WPXP2208SLF522002534,353612752499553,353612752499561,8801844369060,05/07/2022 19:07:42
WPXP2208SLF522002535,353612752499579,353612752499587,8801844369281,05/07/2022 19:07:42
WPXP2208SLF522002543,353612752499736,353612752499744,8801844369052,05/07/2022 19:07:42
WPXP2208SLF522002545,353612752499777,353612752499785,8801844369046,05/07/2022 19:07:42
WPXP2208SLF522002546,353612752499793,353612752499801,8801844369047,05/07/2022 19:07:42
WPXP2208SLF522002554,353612752499959,353612752499967,8801844369043,05/07/2022 19:07:42
WPXP2208SLF522002556,353612752499991,353612752500004,8801844369054,05/07/2022 19:07:42
WPXP2208SLF522001813,353612752485131,353612752485149,8801844370296,05/07/2022 19:07:42
WPXP2208SLF522001817,353612752485214,353612752485222,8801844369518,05/07/2022 19:07:42
WPXP2208SLF522001824,353612752485354,353612752485362,8801844369573,05/07/2022 19:07:42
WPXP2208SLF522001826,353612752485396,353612752485404,8801844369598,05/07/2022 19:07:42
WPXP2208SLF522001847,353612752485818,353612752485826,8801844369356,05/07/2022 19:07:42
WPXP2208SLF522001851,353612752485891,353612752485909,8801844369353,05/07/2022 19:07:42
WPXP2208SLF522001852,353612752485917,353612752485925,8801844369596,05/07/2022 19:07:42
WPXP2208SLF522001854,353612752485958,353612752485966,8801844369314,05/07/2022 19:07:42
WPXP2208SLF522001857,353612752486014,353612752486022,8801844369313,05/07/2022 19:07:42
WPXP2208SLF522001884,353612752486550,353612752486568,8801844369350,05/07/2022 19:07:42
WPXP2208SLF522001889,353612752486659,353612752486667,8801844369357,05/07/2022 19:07:42
WPXP2208SLF522001891,353612752486691,353612752486709,8801844369853,05/07/2022 19:07:42
WPXP2208SLF522001896,353612752486790,353612752486808,8801844369863,05/07/2022 19:07:42
WPXP2208SLF522001897,353612752486816,353612752486824,8801844369851,05/07/2022 19:07:42
WPXP2208SLF522001900,353612752486873,353612752486881,8801844369339,05/07/2022 19:07:42
WPXP2208SLF522001917,353612752487210,353612752487228,8801844369830,05/07/2022 19:07:42
WPXP2208SLF522001920,353612752487277,353612752487285,8801844369331,05/07/2022 19:07:42
WPXP2208SLF522001927,353612752487418,353612752487426,8801844369843,05/07/2022 19:07:42
WPXP2208SLF522001928,353612752487434,353612752487442,8801844369850,05/07/2022 19:07:42
WPXP2208SLF522001930,353612752487475,353612752487483,8801844369824,05/07/2022 19:07:42
WPXP2208SLF522001931,353612752487491,353612752487509,8801844369835,05/07/2022 19:07:42
WPXP2208SLF522001932,353612752487517,353612752487525,8801844369862,05/07/2022 19:07:42
WPXP2208SLF522001936,353612752487590,353612752487608,8801844369860,05/07/2022 19:07:42
WPXP2208SLF522001943,353612752487731,353612752487749,8801844369579,05/07/2022 19:07:42
WPXP2208SLF522001945,353612752487772,353612752487780,8801844369829,05/07/2022 19:07:42
WPXP2208SLF522001947,353612752487814,353612752487822,8801844369837,05/07/2022 19:07:42
WPXP2208SLF522001953,353612752487939,353612752487947,8801844369840,05/07/2022 19:07:42
WPXP2208SLF522000652,353612752461918,353612752461926,8801847712159,05/07/2022 19:07:42
WPXP2208SLF522000655,353612752461975,353612752461983,8801847712206,05/07/2022 19:07:42
WPXP2208SLF522000659,353612752462056,353612752462064,8801847712181,05/07/2022 19:07:42
WPXP2208SLF522000664,353612752462155,353612752462163,8801847712187,05/07/2022 19:07:42
WPXP2208SLF522000665,353612752462171,353612752462189,8801847712204,05/07/2022 19:07:42
WPXP2208SLF522000680,353612752462478,353612752462486,8801847712180,05/07/2022 19:07:42
WPXP2208SLF522000683,353612752462536,353612752462544,8801847712715,05/07/2022 19:07:42
WPXP2208SLF522002288,353612752494638,353612752494646,8801844368503,05/07/2022 19:07:42
WPXP2208SLF522002291,353612752494695,353612752494703,8801844368508,05/07/2022 19:07:42
WPXP2208SLF522002293,353612752494737,353612752494745,8801844368505,05/07/2022 19:07:42
WPXP2208SLF522002296,353612752494794,353612752494802,8801844368506,05/07/2022 19:07:42
WPXP2208SLF522002307,353612752495015,353612752495023,8801844368484,05/07/2022 19:07:42
WPXP2208SLF522002308,353612752495031,353612752495049,8801844368487,05/07/2022 19:07:42
WPXP2208SLF522002312,353612752495114,353612752495122,8801844368481,05/07/2022 19:07:42
WPXP2208SLF522002313,353612752495130,353612752495148,8801844368483,05/07/2022 19:07:42
WPXP2208SLF522002317,353612752495213,353612752495221,8801844368493,05/07/2022 19:07:42
WPXP2208SLF522002318,353612752495239,353612752495247,8801844368488,05/07/2022 19:07:42
WPXP2208SLF522002319,353612752495254,353612752495262,8801844368498,05/07/2022 19:07:42
WPXP2208SLF522002321,353612752495296,353612752495304,8801844369178,05/07/2022 19:07:42
WPXP2208SLF522002323,353612752495338,353612752495346,8801844368477,05/07/2022 19:07:42
WPXP2208SLF522002326,353612752495395,353612752495403,8801844368472,05/07/2022 19:07:42
WPXP2208SLF522002327,353612752495411,353612752495429,8801844368468,05/07/2022 19:07:42
WPXP2208SLF522002329,353612752495452,353612752495460,8801844368473,05/07/2022 19:07:42
WPXP2208SLF522002330,353612752495478,353612752495486,8801844368494,05/07/2022 19:07:42
WPXP2208SLF522002332,353612752495510,353612752495528,8801844368757,05/07/2022 19:07:42
WPXP2208SLF522002336,353612752495593,353612752495601,8801844368467,05/07/2022 19:07:42
WPXP2208SLF522002337,353612752495619,353612752495627,8801844368485,05/07/2022 19:07:42
WPXP2208SLF522002339,353612752495650,353612752495668,8801844368495,05/07/2022 19:07:42
WPXP2208SLF522002342,353612752495718,353612752495726,8801844368758,05/07/2022 19:07:42
WPXP2208SLF522002343,353612752495734,353612752495742,8801844368754,05/07/2022 19:07:42
WPXP2208SLF522002347,353612752495817,353612752495825,8801844368761,05/07/2022 19:07:42
WPXP2208SLF522002348,353612752495833,353612752495841,8801844368742,05/07/2022 19:07:42
WPXP2208SLF522002153,353612752491931,353612752491949,8801847720711,05/07/2022 19:07:42
WPXP2208SLF522002163,353612752492137,353612752492145,8801847720715,05/07/2022 19:07:42
WPXP2208SLF522002170,353612752492277,353612752492285,8801847720726,05/07/2022 19:07:42
WPXP2208SLF522002174,353612752492350,353612752492368,8801847720707,05/07/2022 19:07:42
WPXP2208SLF522002175,353612752492376,353612752492384,8801847720678,05/07/2022 19:07:42
WPXP2208SLF522002176,353612752492392,353612752492400,8801847720698,05/07/2022 19:07:42
WPXP2208SLF522002179,353612752492459,353612752492467,8801847719945,05/07/2022 19:07:42
WPXP2208SLF522002186,353612752492590,353612752492608,8801847720686,05/07/2022 19:07:42
WPXP2208SLF522000586,353612752460597,353612752460605,8801847712245,05/07/2022 19:07:42
WPXP2208SLF522000587,353612752460613,353612752460621,8801847712237,05/07/2022 19:07:42
WPXP2208SLF522000588,353612752460639,353612752460647,8801847712246,05/07/2022 19:07:42
WPXP2208SLF522000593,353612752460738,353612752460746,8801847712244,05/07/2022 19:07:42
WPXP2208SLF522000597,353612752460811,353612752460829,8801847712254,05/07/2022 19:07:42
WPXP2208SLF522000603,353612752460936,353612752460944,8801847712176,05/07/2022 19:07:42
WPXP2208SLF522000607,353612752461017,353612752461025,8801847711912,05/07/2022 19:07:42
WPXP2208SLF522000619,353612752461256,353612752461264,8801847712175,05/07/2022 19:07:42
WPXP2208SLF522000622,353612752461314,353612752461322,8801847712177,05/07/2022 19:07:42
WPXP2208SLF522000624,353612752461355,353612752461363,8801847712255,05/07/2022 19:07:42
WPXP2208SLF522000628,353612752461439,353612752461447,8801847712167,05/07/2022 19:07:42
WPXP2208SLF522000637,353612752461611,353612752461629,8801847712192,05/07/2022 19:07:42
WPXP2208SLF522002562,353612752500111,353612752500129,8801844369051,05/07/2022 19:07:42
WPXP2208SLF522002563,353612752500137,353612752500145,8801844369042,05/07/2022 19:07:42
WPXP2208SLF522002564,353612752500152,353612752500160,8801844369041,05/07/2022 19:07:42
WPXP2208SLF522002573,353612752500335,353612752500343,8801844369019,05/07/2022 19:07:42
