BARCODE,IMEI1,IMEI2,SIM_NO,DELIVERY_DATE
WPX08M66OBF122100097,353612750002615,353612750002623,,17-MAY-22 11:35:52
WPX08M66OBF122100098,353612750002631,353612750002649,,17-MAY-22 11:35:52
WPX08M66OBF122100099,353612750002656,353612750002664,,17-MAY-22 11:35:52
WPX08M66HSF122104564,353612750196953,353612750196961,,17-MAY-22 11:35:52
WPX08M66HSF122104607,353612750197811,353612750197829,,17-MAY-22 11:35:52
WPX08M66HSF122104650,353612750198678,353612750198686,,17-MAY-22 11:35:52
WPX08M66HSF122104704,353612750199759,353612750199767,,17-MAY-22 11:35:52
WPX08M66HSF122104705,353612750199775,353612750199783,,17-MAY-22 11:35:52
WPX08M66HSF122104751,353612750200698,353612750200706,,17-MAY-22 11:35:52
WPX08M66HSF122104752,353612750200714,353612750200722,,17-MAY-22 11:35:52
WPX08M66HSF122104761,353612750200896,353612750200904,,17-MAY-22 11:35:52
WPX08M66HSF122104762,353612750200912,353612750200920,,17-MAY-22 11:35:52
WPX08M66HSF122104799,353612750201654,353612750201662,,17-MAY-22 11:35:52
WPX08M66HSF122104806,353612750201795,353612750201803,,17-MAY-22 11:35:52
WPX08M66HSF122104813,353612750201936,353612750201944,,17-MAY-22 11:35:52
WPX08M66HSF122104844,353612750202553,353612750202561,,17-MAY-22 11:35:52
WPX08M66HSF122104877,353612750203213,353612750203221,,17-MAY-22 11:35:52
WPX08M66HSF122104968,353612750205036,353612750205044,,17-MAY-22 11:35:52
WPX08M66HSF122104970,353612750205077,353612750205085,,17-MAY-22 11:35:52
WPX08M66HSF122104993,353612750205531,353612750205549,,17-MAY-22 11:35:52
WPX08M66HSF122104995,353612750205572,353612750205580,,17-MAY-22 11:35:52
WPX08M66HSF122105003,353612750205739,353612750205747,,17-MAY-22 11:35:52
WPX08M66HSF122105031,353612750206299,353612750206307,,17-MAY-22 11:35:52
WPX08M66OBF122100001,353612750000692,353612750000700,,17-MAY-22 11:35:52
WPX08M66OBF122100002,353612750000718,353612750000726,,17-MAY-22 11:35:52
WPX08M66OBF122100004,353612750000759,353612750000767,,17-MAY-22 11:35:52
WPX08M66OBF122100005,353612750000775,353612750000783,,17-MAY-22 11:35:52
WPX08M66OBF122100006,353612750000791,353612750000809,,17-MAY-22 11:35:52
WPX08M66OBF122100013,353612750000932,353612750000940,,17-MAY-22 11:35:52
WPX08M66OBF122100014,353612750000957,353612750000965,,17-MAY-22 11:35:52
WPX08M66OBF122100016,353612750000999,353612750001005,,17-MAY-22 11:35:52
WPX08M66OBF122100020,353612750001070,353612750001088,,17-MAY-22 11:35:52
WPX08M66OBF122100024,353612750001153,353612750001161,,17-MAY-22 11:35:52
WPX08M66OBF122100026,353612750001195,353612750001203,,17-MAY-22 11:35:52
WPX08M66OBF122100031,353612750001294,353612750001302,,17-MAY-22 11:35:52
WPX08M66OBF122100033,353612750001336,353612750001344,,17-MAY-22 11:35:52
WPX08M66OBF122100035,353612750001377,353612750001385,,17-MAY-22 11:35:52
WPX08M66OBF122100036,353612750001393,353612750001401,,17-MAY-22 11:35:52
WPX08M66OBF122100045,353612750001575,353612750001583,,17-MAY-22 11:35:52
WPX08M66OBF122100046,353612750001591,353612750001609,,17-MAY-22 11:35:52
WPX08M66OBF122100048,353612750001633,353612750001641,,17-MAY-22 11:35:52
WPX08M66OBF122100049,353612750001658,353612750001666,,17-MAY-22 11:35:52
WPX08M66OBF122100051,353612750001690,353612750001708,,17-MAY-22 11:35:52
WPX08M66OBF122100052,353612750001716,353612750001724,,17-MAY-22 11:35:52
WPX08M66OBF122100053,353612750001732,353612750001740,,17-MAY-22 11:35:52
WPX08M66OBF122100054,353612750001757,353612750001765,,17-MAY-22 11:35:52
WPX08M66OBF122100059,353612750001856,353612750001864,,17-MAY-22 11:35:52
WPX08M66OBF122100061,353612750001898,353612750001906,,17-MAY-22 11:35:52
WPX08M66OBF122100062,353612750001914,353612750001922,,17-MAY-22 11:35:52
WPX08M66OBF122100063,353612750001930,353612750001948,,17-MAY-22 11:35:52
WPX08M66OBF122100064,353612750001955,353612750001963,,17-MAY-22 11:35:52
WPX08M66OBF122100065,353612750001971,353612750001989,,17-MAY-22 11:35:52
WPX08M66OBF122100068,353612750002037,353612750002045,,17-MAY-22 11:35:52
WPX08M66OBF122100069,353612750002052,353612750002060,,17-MAY-22 11:35:52
WPX08M66OBF122100070,353612750002078,353612750002086,,17-MAY-22 11:35:52
WPX08M66OBF122100072,353612750002110,353612750002128,,17-MAY-22 11:35:52
WPX08M66HSF122103929,353612750184256,353612750184264,,17-MAY-22 11:35:52
WPX08M66HSF122103945,353612750184579,353612750184587,,17-MAY-22 11:35:52
WPX08M66HSF122103980,353612750185279,353612750185287,,17-MAY-22 11:35:52
WPX08M66HSF122103981,353612750185295,353612750185303,,17-MAY-22 11:35:52
WPX08M66HSF122103996,353612750185592,353612750185600,,17-MAY-22 11:35:52
WPX08M66HSF122103997,353612750185618,353612750185626,,17-MAY-22 11:35:52
